test_case,test_class,test_method,variable,line,virtual_status
org.jfree.chart.junit.JFreeChartTests::testGetSubtitle,org.jfree.chart.junit.JFreeChartTests,testGetSubtitle,pass,267,Virtual_Pass
org.jfree.chart.junit.JFreeChartTests::testGetSubtitle,org.jfree.chart.junit.JFreeChartTests,testGetSubtitle,pass,276,Virtual_Pass
org.jfree.chart.junit.JFreeChartTests::testGetSubtitle,org.jfree.chart.junit.JFreeChartTests,testGetSubtitle,pass,285,Virtual_Pass
org.jfree.chart.junit.JFreeChartTests::testAddSubtitle,org.jfree.chart.junit.JFreeChartTests,testAddSubtitle,pass,493,Virtual_Pass
org.jfree.chart.junit.JFreeChartTests::testAddSubtitle,org.jfree.chart.junit.JFreeChartTests,testAddSubtitle,pass,502,Virtual_Pass
org.jfree.chart.junit.JFreeChartTests::testAddSubtitle,org.jfree.chart.junit.JFreeChartTests,testAddSubtitle,pass,511,Virtual_Pass
org.jfree.chart.junit.PieChart3DTests::testReplaceDatasetOnPieChart,org.jfree.chart.junit.PieChart3DTests,testReplaceDatasetOnPieChart,plot,108,Virtual_Pass
org.jfree.chart.junit.PieChartTests::testReplaceDatasetOnPieChart,org.jfree.chart.junit.PieChartTests,testReplaceDatasetOnPieChart,plot,102,Virtual_Pass
org.jfree.chart.plot.junit.CategoryPlotTests::test1169972,org.jfree.chart.plot.junit.CategoryPlotTests,test1169972,plot,657,Virtual_Pass
org.jfree.chart.plot.junit.PiePlotTests::testGetBaseSectionPaint,org.jfree.chart.plot.junit.PiePlotTests,testGetBaseSectionPaint,plot,589,Virtual_Pass
org.jfree.chart.plot.junit.PiePlotTests::testGetBaseSectionPaint,org.jfree.chart.plot.junit.PiePlotTests,testGetBaseSectionPaint,pass,598,Virtual_Pass
org.jfree.chart.plot.junit.XYPlotTests::testGetRendererForDataset,org.jfree.chart.plot.junit.XYPlotTests,testGetRendererForDataset,plot,752,Virtual_Pass
org.jfree.chart.plot.junit.XYPlotTests::testGetRendererForDataset,org.jfree.chart.plot.junit.XYPlotTests,testGetRendererForDataset,plot,753,Virtual_Pass
org.jfree.chart.plot.junit.XYPlotTests::testGetRendererForDataset,org.jfree.chart.plot.junit.XYPlotTests,testGetRendererForDataset,plot,754,Virtual_Pass
org.jfree.chart.plot.junit.XYPlotTests::testGetRendererForDataset,org.jfree.chart.plot.junit.XYPlotTests,testGetRendererForDataset,plot,755,Virtual_Pass
org.jfree.chart.plot.junit.XYPlotTests::testGetRendererForDataset,org.jfree.chart.plot.junit.XYPlotTests,testGetRendererForDataset,plot,756,Virtual_Pass
