test_case,result,assertx_calls_found,assertx_calls_counted
org.jfree.chart.annotations.junit.XYBoxAnnotationTests::testEquals,PASS,10,10
org.jfree.chart.annotations.junit.XYBoxAnnotationTests::testHashCode,PASS,2,2
org.jfree.chart.annotations.junit.XYBoxAnnotationTests::testCloning,PASS,3,3
org.jfree.chart.annotations.junit.XYBoxAnnotationTests::testPublicCloneable,PASS,1,1
org.jfree.chart.annotations.junit.XYBoxAnnotationTests::testSerialization,PASS,1,1
org.jfree.chart.annotations.junit.XYBoxAnnotationTests::testDrawWithNullInfo,PASS,1,1
org.jfree.chart.annotations.junit.XYTitleAnnotationTests::testEquals,PASS,7,7
org.jfree.chart.annotations.junit.XYTitleAnnotationTests::testHashCode,PASS,2,2
org.jfree.chart.annotations.junit.XYTitleAnnotationTests::testCloning,PASS,3,3
org.jfree.chart.annotations.junit.XYTitleAnnotationTests::testSerialization,PASS,1,1
org.jfree.chart.annotations.junit.XYTitleAnnotationTests::testDrawWithNullInfo,PASS,1,1
org.jfree.chart.axis.junit.LogAxisTests::testCloning,PASS,3,3
org.jfree.chart.axis.junit.LogAxisTests::testEquals,PASS,7,7
org.jfree.chart.axis.junit.LogAxisTests::testHashCode,PASS,2,2
org.jfree.chart.axis.junit.LogAxisTests::testTranslateJava2DToValue,PASS,8,8
org.jfree.chart.axis.junit.LogAxisTests::testSerialization,PASS,1,1
org.jfree.chart.axis.junit.LogAxisTests::testAutoRange1,PASS,2,2
org.jfree.chart.axis.junit.LogAxisTests::testAutoRange3,PASS,4,4
org.jfree.chart.axis.junit.LogAxisTests::testXYAutoRange1,PASS,2,2
org.jfree.chart.axis.junit.LogAxisTests::testXYAutoRange2,PASS,2,2
org.jfree.chart.axis.junit.LogAxisTests::testSetLowerBound,PASS,3,3
org.jfree.chart.axis.junit.LogAxisTests::testTickMarksVisibleDefault,PASS,1,1
org.jfree.chart.axis.junit.NumberAxisTests::testCloning,PASS,3,3
org.jfree.chart.axis.junit.NumberAxisTests::testEquals,PASS,11,11
org.jfree.chart.axis.junit.NumberAxisTests::testHashCode,PASS,2,2
org.jfree.chart.axis.junit.NumberAxisTests::testTranslateJava2DToValue,PASS,8,0
org.jfree.chart.axis.junit.NumberAxisTests::testSerialization,PASS,1,1
org.jfree.chart.axis.junit.NumberAxisTests::testAutoRange1,PASS,2,0
org.jfree.chart.axis.junit.NumberAxisTests::testAutoRange2,PASS,2,0
org.jfree.chart.axis.junit.NumberAxisTests::testAutoRange3,PASS,4,0
org.jfree.chart.axis.junit.NumberAxisTests::testAutoRange4,PASS,14,14
org.jfree.chart.axis.junit.NumberAxisTests::testXYAutoRange1,PASS,2,2
org.jfree.chart.axis.junit.NumberAxisTests::testXYAutoRange2,PASS,2,2
org.jfree.chart.axis.junit.NumberAxisTests::testSetLowerBound,PASS,4,4
org.jfree.chart.axis.junit.SubCategoryAxisTests::testEquals,PASS,8,8
org.jfree.chart.axis.junit.SubCategoryAxisTests::testHashCode,PASS,2,2
org.jfree.chart.axis.junit.SubCategoryAxisTests::testCloning,PASS,3,3
org.jfree.chart.axis.junit.SubCategoryAxisTests::testSerialization,PASS,1,1
org.jfree.chart.axis.junit.SubCategoryAxisTests::test2275695,PASS,1,1
org.jfree.chart.axis.junit.ValueAxisTests::testCloning,PASS,3,3
org.jfree.chart.axis.junit.ValueAxisTests::testEquals,PASS,33,33
org.jfree.chart.axis.junit.ValueAxisTests::testAxisMargins,PASS,2,2
org.jfree.chart.junit.AreaChartTests::testSetSeriesToolTipGenerator,PASS,1,1
org.jfree.chart.junit.AreaChartTests::testSetSeriesURLGenerator,PASS,1,1
org.jfree.chart.junit.AreaChartTests::testDrawWithNullInfo,PASS,1,1
org.jfree.chart.junit.AreaChartTests::testReplaceDataset,PASS,3,1
org.jfree.chart.junit.BarChart3DTests::testDrawWithNullInfo,PASS,1,1
org.jfree.chart.junit.BarChart3DTests::testReplaceDataset,PASS,3,1
org.jfree.chart.junit.BarChart3DTests::testSetSeriesToolTipGenerator,PASS,1,1
org.jfree.chart.junit.BarChart3DTests::testSetSeriesURLGenerator,PASS,1,1
org.jfree.chart.junit.BarChartTests::testDrawWithNullInfo,PASS,1,1
org.jfree.chart.junit.BarChartTests::testReplaceDataset,PASS,3,1
org.jfree.chart.junit.BarChartTests::testSetSeriesToolTipGenerator,PASS,1,1
org.jfree.chart.junit.BarChartTests::testSetSeriesURLGenerator,PASS,1,1
org.jfree.chart.junit.ChartPanelTests::testConstructor1,PASS,1,1
org.jfree.chart.junit.ChartPanelTests::testSetChart,PASS,1,1
org.jfree.chart.junit.ChartPanelTests::testGetListeners,PASS,6,6
org.jfree.chart.junit.ChartPanelTests::test2502355_zoom,PASS,1,1
