test_case,result,assertx_calls_found,assertx_calls_counted
org.apache.commons.codec.StringEncoderComparatorTest::testComparatorNoArgCon,PASS,0,0
org.apache.commons.codec.StringEncoderComparatorTest::testComparatorWithSoundex,PASS,1,0
org.apache.commons.codec.StringEncoderComparatorTest::testComparatorWithDoubleMetaphone,PASS,1,1
org.apache.commons.codec.StringEncoderComparatorTest::testComparatorWithDoubleMetaphoneAndInvalidInput,PASS,1,0
org.apache.commons.codec.language.DoubleMetaphone2Test::testDoubleMetaphonePrimary,PASS,1,1
org.apache.commons.codec.language.DoubleMetaphoneTest::testDoubleMetaphone,PASS,0,0
org.apache.commons.codec.language.DoubleMetaphoneTest::testEmpty,PASS,4,4
org.apache.commons.codec.language.DoubleMetaphoneTest::testSetMaxCodeLength,PASS,6,0
org.apache.commons.codec.language.DoubleMetaphoneTest::testIsDoubleMetaphoneEqualBasic,PASS,0,0
org.apache.commons.codec.language.DoubleMetaphoneTest::testIsDoubleMetaphoneEqualExtended1,PASS,0,0
org.apache.commons.codec.language.DoubleMetaphoneTest::testIsDoubleMetaphoneEqualExtended2,PASS,0,0
org.apache.commons.codec.language.DoubleMetaphoneTest::testIsDoubleMetaphoneEqualExtended3,PASS,0,0
org.apache.commons.codec.language.DoubleMetaphoneTest::testIsDoubleMetaphoneEqualWithMATCHES,PASS,0,0
org.apache.commons.codec.language.DoubleMetaphoneTest::testIsDoubleMetaphoneNotEqual,PASS,0,0
org.apache.commons.codec.language.DoubleMetaphoneTest::testCCedilla,PASS,0,0
org.apache.commons.codec.language.DoubleMetaphoneTest::testNTilde,PASS,0,0
