ID, Method, Class, Line, Source, Var
-1, void setupModule(com.fasterxml.jackson.databind.Module$SetupContext), com.fasterxml.jackson.dataformat.xml.JacksonXmlModule, $stack6 = virtualinvoke this.<com.fasterxml.jackson.dataformat.xml.JacksonXmlModule: com.fasterxml.jackson.databind.AnnotationIntrospector _constructIntrospector()>(), 61, -1, (:179:-1)
-1, com.fasterxml.jackson.databind.AnnotationIntrospector _constructIntrospector(), com.fasterxml.jackson.dataformat.xml.JacksonXmlModule, specialinvoke $u0.<com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector: void <init>(boolean)>($stack2), 123, -1, (:180:-1)
-1, void <init>(boolean), com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector, specialinvoke this.<com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector: void <init>()>(), 34, -1, (stack1:197:-1)
-1, void <init>(), com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test, this.<com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test: com.fasterxml.jackson.dataformat.xml.XmlMapper MAPPER> = $stack1, 36, -1, (this.MAPPER:199:-1)
-1, void testSimpleCollectionDeserWithForwardRefs(), com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test, $stack2 = this.<com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test: com.fasterxml.jackson.dataformat.xml.XmlMapper MAPPER>, 41, -1, (stack2:200:-1)
-1, void testSimpleCollectionDeserWithForwardRefs(), com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test, $stack3 = virtualinvoke $stack2.<com.fasterxml.jackson.dataformat.xml.XmlMapper: java.lang.Object readValue(java.lang.String;java.lang.Class)>("<IdWrapper><node><value><value>7</value></value><next><node>1</node></next><id>1</id></node></IdWrapper>"; class "Lcom/fasterxml/jackson/dataformat/xml/misc/ObjectId104Test$IdWrapper;"), 41, -1, (stack3:1849:-1)
-1, void testSimpleCollectionDeserWithForwardRefs(), com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test, result = (com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test$IdWrapper) $stack3, 41, -1, (result:1857:-1)
-1, void testSimpleCollectionDeserWithForwardRefs(), com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test, $stack13 = result.<com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test$IdWrapper: com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test$ValueNode node>, 44, -1, (result:1857:-1)
-1, void testSimpleCollectionDeserWithForwardRefs(), com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test, $stack10 = result.<com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test$IdWrapper: com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test$ValueNode node>, 44, -1, (result:1857:-1)
-1, void testSimpleCollectionDeserWithForwardRefs(), com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test, $stack11 = $stack10.<com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test$ValueNode: com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test$IdWrapper next>, 44, -1, (result:1857:-1)
-1, void testSimpleCollectionDeserWithForwardRefs(), com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test, $stack12 = $stack11.<com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test$IdWrapper: com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test$ValueNode node>, 44, -1, (result:1857:-1)
-1, void testSimpleCollectionDeserWithForwardRefs(), com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test, staticinvoke <com.fasterxml.jackson.dataformat.xml.misc.ObjectId104Test: void assertSame(java.lang.Object;java.lang.Object)>($stack13; $stack12), 44, -1, (result:1857:-1)
