test_case,result,assertx_calls_found,assertx_calls_counted
com.google.gson.CommentsTest::testParseComments,PASS,1,1
com.google.gson.DefaultInetAddressTypeAdapterTest::testInetAddressSerializationAndDeserialization,PASS,2,2
com.google.gson.DefaultMapJsonSerializerTest::testEmptyMapNoTypeSerialization,PASS,2,2
com.google.gson.DefaultMapJsonSerializerTest::testEmptyMapSerialization,PASS,2,2
com.google.gson.DefaultMapJsonSerializerTest::testNonEmptyMapSerialization,PASS,2,2
com.google.gson.GsonBuilderTest::testCreatingMoreThanOnce,PASS,0,0
com.google.gson.GsonBuilderTest::testExcludeFieldsWithModifiers,PASS,1,1
com.google.gson.GsonBuilderTest::testRegisterTypeAdapterForCoreType,PASS,0,0
com.google.gson.GsonBuilderTest::testTransientFieldExclusion,PASS,1,1
com.google.gson.GsonTypeAdapterTest::testDefaultTypeAdapterThrowsParseException,PASS,0,0
com.google.gson.GsonTypeAdapterTest::testTypeAdapterThrowsException,PASS,0,0
com.google.gson.GsonTypeAdapterTest::testTypeAdapterProperlyConvertsTypes,PASS,2,2
com.google.gson.GsonTypeAdapterTest::testTypeAdapterDoesNotAffectNonAdaptedTypes,PASS,2,2
com.google.gson.GsonTypeAdapterTest::testDeserializerForAbstractClass,PASS,0,0
com.google.gson.JavaSerializationTest::testMapIsSerializable,PASS,2,2
com.google.gson.JavaSerializationTest::testListIsSerializable,PASS,1,1
com.google.gson.JavaSerializationTest::testNumberIsSerializable,PASS,3,3
com.google.gson.JsonObjectTest::testAddingAndRemovingObjectProperties,PASS,6,6
com.google.gson.JsonObjectTest::testAddingNullPropertyValue,PASS,3,3
com.google.gson.JsonObjectTest::testAddingNullOrEmptyPropertyName,PASS,0,0
com.google.gson.JsonObjectTest::testAddingBooleanProperties,PASS,3,3
com.google.gson.JsonObjectTest::testAddingStringProperties,PASS,3,3
com.google.gson.JsonObjectTest::testAddingCharacterProperties,PASS,4,4
com.google.gson.JsonObjectTest::testPropertyWithQuotes,PASS,1,1
com.google.gson.JsonObjectTest::testWritePropertyWithEmptyStringName,PASS,1,1
com.google.gson.JsonObjectTest::testReadPropertyWithEmptyStringName,PASS,1,1
com.google.gson.JsonObjectTest::testEqualsOnEmptyObject,PASS,0,0
com.google.gson.JsonObjectTest::testEqualsNonEmptyObject,PASS,7,7
com.google.gson.JsonObjectTest::testDeepCopy,PASS,2,2
com.google.gson.JsonParserTest::testParseInvalidJson,PASS,0,0
com.google.gson.JsonParserTest::testParseUnquotedStringArrayFails,PASS,4,4
com.google.gson.JsonParserTest::testParseString,PASS,3,3
com.google.gson.JsonParserTest::testParseEmptyString,PASS,2,2
com.google.gson.JsonParserTest::testParseEmptyWhitespaceInput,PASS,1,1
com.google.gson.JsonParserTest::testParseUnquotedSingleWordStringFails,PASS,1,1
com.google.gson.JsonParserTest::testParseUnquotedMultiWordStringFails,PASS,0,0
com.google.gson.JsonParserTest::testParseMixedArray,PASS,4,4
com.google.gson.JsonParserTest::testParseReader,PASS,3,3
com.google.gson.JsonParserTest::testReadWriteTwoObjects,PASS,2,2
com.google.gson.JsonPrimitiveTest::testBoolean,PASS,7,7
com.google.gson.JsonPrimitiveTest::testParsingStringAsBoolean,PASS,2,2
com.google.gson.JsonPrimitiveTest::testParsingStringAsNumber,PASS,9,9
com.google.gson.JsonPrimitiveTest::testStringsAndChar,PASS,6,6
com.google.gson.JsonPrimitiveTest::testExponential,PASS,3,3
com.google.gson.JsonPrimitiveTest::testByteEqualsShort,PASS,2,2
com.google.gson.JsonPrimitiveTest::testByteEqualsInteger,PASS,2,2
com.google.gson.JsonPrimitiveTest::testByteEqualsLong,PASS,2,2
com.google.gson.JsonPrimitiveTest::testByteEqualsBigInteger,PASS,2,2
com.google.gson.JsonPrimitiveTest::testShortEqualsInteger,PASS,2,2
com.google.gson.JsonPrimitiveTest::testShortEqualsLong,PASS,2,2
com.google.gson.JsonPrimitiveTest::testShortEqualsBigInteger,PASS,2,2
com.google.gson.JsonPrimitiveTest::testIntegerEqualsLong,PASS,2,2
com.google.gson.JsonPrimitiveTest::testIntegerEqualsBigInteger,PASS,2,2
com.google.gson.JsonPrimitiveTest::testLongEqualsBigInteger,PASS,2,2
com.google.gson.JsonPrimitiveTest::testFloatEqualsDouble,PASS,2,2
com.google.gson.JsonPrimitiveTest::testFloatEqualsBigDecimal,PASS,2,2
com.google.gson.JsonPrimitiveTest::testDoubleEqualsBigDecimal,PASS,2,2
com.google.gson.JsonPrimitiveTest::testValidJsonOnToString,PASS,2,2
com.google.gson.JsonPrimitiveTest::testEquals,PASS,3,3
com.google.gson.JsonPrimitiveTest::testEqualsAcrossTypes,PASS,0,0
com.google.gson.JsonPrimitiveTest::testEqualsIntegerAndBigInteger,PASS,2,2
com.google.gson.JsonPrimitiveTest::testEqualsDoesNotEquateStringAndNonStringTypes,PASS,3,3
com.google.gson.JsonPrimitiveTest::testDeepCopy,PASS,1,1
com.google.gson.JsonStreamParserTest::testParseTwoStrings,PASS,2,2
com.google.gson.JsonStreamParserTest::testIterator,PASS,5,5
com.google.gson.JsonStreamParserTest::testNoSideEffectForHasNext,PASS,9,9
com.google.gson.JsonStreamParserTest::testCallingNextBeyondAvailableInput,PASS,0,0
com.google.gson.LongSerializationPolicyTest::testDefaultLongSerialization,PASS,4,4
com.google.gson.LongSerializationPolicyTest::testDefaultLongSerializationIntegration,PASS,2,2
com.google.gson.LongSerializationPolicyTest::testStringLongSerialization,PASS,4,4
com.google.gson.LongSerializationPolicyTest::testStringLongSerializationIntegration,PASS,2,2
com.google.gson.MixedStreamTest::testWriteMixedStreamed,PASS,1,1
com.google.gson.MixedStreamTest::testReadMixedStreamed,PASS,3,3
com.google.gson.MixedStreamTest::testReaderDoesNotMutateState,PASS,2,2
com.google.gson.MixedStreamTest::testWriteDoesNotMutateState,PASS,4,4
com.google.gson.MixedStreamTest::testReadInvalidState,PASS,0,0
com.google.gson.MixedStreamTest::testReadClosed,PASS,0,0
com.google.gson.MixedStreamTest::testWriteInvalidState,PASS,0,0
com.google.gson.MixedStreamTest::testWriteClosed,PASS,0,0
com.google.gson.MixedStreamTest::testWriteNulls,PASS,1,1
com.google.gson.MixedStreamTest::testReadNulls,PASS,0,0
com.google.gson.MixedStreamTest::testWriteHtmlSafe,PASS,2,2
com.google.gson.MixedStreamTest::testWriteLenient,PASS,1,1
com.google.gson.ObjectTypeAdapterTest::testDeserialize,PASS,4,4
com.google.gson.ObjectTypeAdapterTest::testSerialize,PASS,1,1
com.google.gson.ObjectTypeAdapterTest::testSerializeNullValue,PASS,1,1
com.google.gson.ObjectTypeAdapterTest::testDeserializeNullValue,PASS,1,1
com.google.gson.ObjectTypeAdapterTest::testSerializeObject,PASS,1,1
com.google.gson.OverrideCoreTypeAdaptersTest::testOverrideWrapperBooleanAdapter,PASS,5,5
com.google.gson.OverrideCoreTypeAdaptersTest::testOverridePrimitiveBooleanAdapter,PASS,5,5
com.google.gson.OverrideCoreTypeAdaptersTest::testOverrideStringAdapter,PASS,2,2
com.google.gson.functional.ArrayTest::testTopLevelArrayOfIntsSerialization,PASS,1,1
com.google.gson.functional.ArrayTest::testTopLevelArrayOfIntsDeserialization,PASS,1,1
com.google.gson.functional.ArrayTest::testInvalidArrayDeserialization,PASS,0,0
com.google.gson.functional.ArrayTest::testEmptyArraySerialization,PASS,1,1
com.google.gson.functional.ArrayTest::testEmptyArrayDeserialization,PASS,3,3
com.google.gson.functional.ArrayTest::testNullsInArraySerialization,PASS,1,1
com.google.gson.functional.ArrayTest::testNullsInArrayDeserialization,PASS,1,1
com.google.gson.functional.ArrayTest::testSingleNullInArraySerialization,PASS,1,1
com.google.gson.functional.ArrayTest::testSingleNullInArrayDeserialization,PASS,1,1
com.google.gson.functional.ArrayTest::testNullsInArrayWithSerializeNullPropertySetSerialization,PASS,1,1
com.google.gson.functional.ArrayTest::testArrayOfStringsSerialization,PASS,1,1
com.google.gson.functional.ArrayTest::testArrayOfStringsDeserialization,PASS,2,2
com.google.gson.functional.ArrayTest::testSingleStringArraySerialization,PASS,1,1
com.google.gson.functional.ArrayTest::testSingleStringArrayDeserialization,PASS,2,2
com.google.gson.functional.ArrayTest::testArrayOfCollectionSerialization,PASS,1,1
com.google.gson.functional.ArrayTest::testArrayOfCollectionDeserialization,PASS,3,1
com.google.gson.functional.ArrayTest::testArrayOfPrimitivesAsObjectsSerialization,PASS,3,3
com.google.gson.functional.ArrayTest::testArrayOfPrimitivesAsObjectsDeserialization,PASS,5,5
com.google.gson.functional.ArrayTest::testObjectArrayWithNonPrimitivesSerialization,PASS,2,2
com.google.gson.functional.ArrayTest::testArrayOfNullSerialization,PASS,1,1
com.google.gson.functional.ArrayTest::testArrayOfNullDeserialization,PASS,1,1
com.google.gson.functional.ArrayTest::testMultidimenstionalArraysSerialization,PASS,2,2
com.google.gson.functional.ArrayTest::testMultiDimenstionalObjectArraysSerialization,PASS,1,1
com.google.gson.functional.ArrayTest::testMixingTypesInObjectArraySerialization,PASS,1,1
com.google.gson.functional.ArrayTest::testMultidimenstionalArraysDeserialization,PASS,2,2
com.google.gson.functional.ArrayTest::testArrayElementsAreArrays,PASS,1,1
com.google.gson.functional.CircularReferenceTest::testCircularSerialization,PASS,0,0
com.google.gson.functional.CircularReferenceTest::testSelfReferenceIgnoredInSerialization,PASS,1,1
com.google.gson.functional.CircularReferenceTest::testSelfReferenceArrayFieldSerialization,PASS,0,0
com.google.gson.functional.CircularReferenceTest::testSelfReferenceCustomHandlerSerialization,PASS,0,0
com.google.gson.functional.CircularReferenceTest::testDirectedAcyclicGraphSerialization,PASS,1,1
com.google.gson.functional.CircularReferenceTest::testDirectedAcyclicGraphDeserialization,PASS,2,2
com.google.gson.functional.CollectionTest::testTopLevelCollectionOfIntegersSerialization,PASS,1,1
com.google.gson.functional.CollectionTest::testTopLevelCollectionOfIntegersDeserialization,PASS,1,1
com.google.gson.functional.CollectionTest::testTopLevelListOfIntegerCollectionsDeserialization,PASS,1,1
com.google.gson.functional.CollectionTest::testLinkedListSerialization,PASS,2,2
com.google.gson.functional.CollectionTest::testLinkedListDeserialization,PASS,2,2
com.google.gson.functional.CollectionTest::testQueueSerialization,PASS,2,2
com.google.gson.functional.CollectionTest::testQueueDeserialization,PASS,2,2
com.google.gson.functional.CollectionTest::testPriorityQueue,PASS,5,5
com.google.gson.functional.CollectionTest::testVector,PASS,5,5
com.google.gson.functional.CollectionTest::testStack,PASS,5,5
com.google.gson.functional.CollectionTest::testNullsInListSerialization,PASS,1,1
com.google.gson.functional.CollectionTest::testNullsInListDeserialization,PASS,1,1
com.google.gson.functional.CollectionTest::testCollectionOfObjectSerialization,PASS,2,2
com.google.gson.functional.CollectionTest::testCollectionOfObjectWithNullSerialization,PASS,2,2
com.google.gson.functional.CollectionTest::testCollectionOfStringsSerialization,PASS,1,1
com.google.gson.functional.CollectionTest::testCollectionOfBagOfPrimitivesSerialization,PASS,3,3
com.google.gson.functional.CollectionTest::testCollectionOfStringsDeserialization,PASS,2,2
com.google.gson.functional.CollectionTest::testRawCollectionOfIntegersSerialization,PASS,1,1
com.google.gson.functional.CollectionTest::testRawCollectionSerialization,PASS,1,1
com.google.gson.functional.CollectionTest::testRawCollectionDeserializationNotAlllowed,PASS,3,3
com.google.gson.functional.CollectionTest::testRawCollectionOfBagOfPrimitivesNotAllowed,PASS,4,4
com.google.gson.functional.CollectionTest::testWildcardPrimitiveCollectionSerilaization,PASS,2,2
com.google.gson.functional.CollectionTest::testWildcardPrimitiveCollectionDeserilaization,PASS,3,3
com.google.gson.functional.CollectionTest::testWildcardCollectionField,PASS,5,5
com.google.gson.functional.CollectionTest::testFieldIsArrayList,PASS,2,2
com.google.gson.functional.CollectionTest::testUserCollectionTypeAdapter,PASS,1,1
com.google.gson.functional.CollectionTest::testSetSerialization,PASS,2,2
com.google.gson.functional.CollectionTest::testSetDeserialization,PASS,2,2
com.google.gson.functional.ConcurrencyTest::testSingleThreadSerialization,PASS,0,0
com.google.gson.functional.ConcurrencyTest::testSingleThreadDeserialization,PASS,0,0
com.google.gson.functional.ConcurrencyTest::testMultiThreadSerialization,PASS,1,1
com.google.gson.functional.ConcurrencyTest::testMultiThreadDeserialization,PASS,1,1
com.google.gson.functional.CustomDeserializerTest::testDefaultConstructorNotCalledOnObject,PASS,1,1
com.google.gson.functional.CustomDeserializerTest::testDefaultConstructorNotCalledOnField,PASS,1,1
com.google.gson.functional.CustomDeserializerTest::testJsonTypeFieldBasedDeserialization,PASS,1,1
com.google.gson.functional.CustomDeserializerTest::testCustomDeserializerReturnsNullForTopLevelObject,PASS,1,1
com.google.gson.functional.CustomDeserializerTest::testCustomDeserializerReturnsNull,PASS,1,1
com.google.gson.functional.CustomDeserializerTest::testCustomDeserializerReturnsNullForArrayElements,PASS,2,2
com.google.gson.functional.CustomDeserializerTest::testCustomDeserializerReturnsNullForArrayElementsForArrayField,PASS,2,2
com.google.gson.functional.CustomSerializerTest::testBaseClassSerializerInvokedForBaseClassFields,PASS,1,1
com.google.gson.functional.CustomSerializerTest::testSubClassSerializerInvokedForBaseClassFieldsHoldingSubClassInstances,PASS,1,1
com.google.gson.functional.CustomSerializerTest::testSubClassSerializerInvokedForBaseClassFieldsHoldingArrayOfSubClassInstances,PASS,1,1
com.google.gson.functional.CustomSerializerTest::testBaseClassSerializerInvokedForBaseClassFieldsHoldingSubClassInstances,PASS,1,1
com.google.gson.functional.CustomSerializerTest::testSerializerReturnsNull,PASS,1,1
com.google.gson.functional.CustomTypeAdaptersTest::testCustomSerializers,PASS,1,1
com.google.gson.functional.CustomTypeAdaptersTest::testCustomDeserializers,PASS,1,1
com.google.gson.functional.CustomTypeAdaptersTest::testCustomNestedSerializers,PASS,1,1
com.google.gson.functional.CustomTypeAdaptersTest::testCustomNestedDeserializers,PASS,1,1
com.google.gson.functional.CustomTypeAdaptersTest::testCustomTypeAdapterDoesNotAppliesToSubClasses,PASS,2,2
com.google.gson.functional.CustomTypeAdaptersTest::testCustomTypeAdapterAppliesToSubClassesSerializedAsBaseClass,PASS,3,3
com.google.gson.functional.CustomTypeAdaptersTest::testCustomSerializerInvokedForPrimitives,PASS,2,2
com.google.gson.functional.CustomTypeAdaptersTest::testCustomDeserializerInvokedForPrimitives,PASS,2,2
com.google.gson.functional.CustomTypeAdaptersTest::testCustomByteArraySerializer,PASS,1,1
com.google.gson.functional.CustomTypeAdaptersTest::testCustomByteArrayDeserializerAndInstanceCreator,PASS,1,1
com.google.gson.functional.CustomTypeAdaptersTest::testCustomAdapterInvokedForCollectionElementSerializationWithType,PASS,1,1
com.google.gson.functional.CustomTypeAdaptersTest::testCustomAdapterInvokedForCollectionElementSerialization,PASS,1,1
com.google.gson.functional.CustomTypeAdaptersTest::testCustomAdapterInvokedForCollectionElementDeserialization,PASS,3,3
com.google.gson.functional.CustomTypeAdaptersTest::testCustomAdapterInvokedForMapElementSerializationWithType,PASS,1,1
com.google.gson.functional.CustomTypeAdaptersTest::testCustomAdapterInvokedForMapElementSerialization,PASS,1,1
com.google.gson.functional.CustomTypeAdaptersTest::testCustomAdapterInvokedForMapElementDeserialization,PASS,3,3
com.google.gson.functional.CustomTypeAdaptersTest::testEnsureCustomSerializerNotInvokedForNullValues,PASS,1,1
com.google.gson.functional.CustomTypeAdaptersTest::testEnsureCustomDeserializerNotInvokedForNullValues,PASS,1,1
com.google.gson.functional.CustomTypeAdaptersTest::testRegisterHierarchyAdapterForDate,PASS,4,4
com.google.gson.functional.DefaultTypeAdaptersTest::testClassSerialization,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testClassDeserialization,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testUrlSerialization,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testUrlDeserialization,PASS,2,2
com.google.gson.functional.DefaultTypeAdaptersTest::testUrlNullSerialization,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testUrlNullDeserialization,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testUriSerialization,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testUriDeserialization,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testNullSerialization,PASS,0,0
com.google.gson.functional.DefaultTypeAdaptersTest::testUuidSerialization,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testUuidDeserialization,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testLocaleSerializationWithLanguage,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testLocaleDeserializationWithLanguage,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testLocaleSerializationWithLanguageCountry,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testLocaleDeserializationWithLanguageCountry,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testLocaleSerializationWithLanguageCountryVariant,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testLocaleDeserializationWithLanguageCountryVariant,PASS,3,3
com.google.gson.functional.DefaultTypeAdaptersTest::testBigDecimalFieldSerialization,PASS,0,0
com.google.gson.functional.DefaultTypeAdaptersTest::testBigDecimalFieldDeserialization,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testBadValueForBigDecimalDeserialization,PASS,0,0
com.google.gson.functional.DefaultTypeAdaptersTest::testBigIntegerFieldSerialization,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testBigIntegerFieldDeserialization,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testOverrideBigIntegerTypeAdapter,PASS,2,2
com.google.gson.functional.DefaultTypeAdaptersTest::testOverrideBigDecimalTypeAdapter,PASS,2,2
com.google.gson.functional.DefaultTypeAdaptersTest::testSetSerialization,PASS,2,2
com.google.gson.functional.DefaultTypeAdaptersTest::testBitSetSerialization,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testBitSetDeserialization,PASS,4,4
com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultDateSerialization,PASS,1,0
com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultDateDeserialization,PASS,0,0
com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultJavaSqlDateSerialization,PASS,1,0
com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultJavaSqlDateDeserialization,PASS,0,0
com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultJavaSqlTimestampSerialization,PASS,1,0
com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultJavaSqlTimestampDeserialization,PASS,0,0
com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultJavaSqlTimeSerialization,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultJavaSqlTimeDeserialization,PASS,0,0
com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultDateSerializationUsingBuilder,PASS,1,0
com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultDateDeserializationUsingBuilder,PASS,1,1
com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultCalendarSerialization,PASS,6,6
com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultCalendarDeserialization,PASS,6,6
com.google.gson.functional.DefaultTypeAdaptersTest::testDefaultGregorianCalendarSerialization,PASS,6,6
