test_case,result,assertx_calls_found,assertx_calls_counted
org.apache.commons.collections4.MapUtilsTest::testPredicatedMap,PASS,1,0
org.apache.commons.collections4.MapUtilsTest::testLazyMapFactory,PASS,2,2
org.apache.commons.collections4.MapUtilsTest::testLazyMapTransformer,PASS,6,6
org.apache.commons.collections4.MapUtilsTest::testInvertMap,PASS,7,7
org.apache.commons.collections4.MapUtilsTest::testPutAll_Map_array,PASS,36,36
org.apache.commons.collections4.MapUtilsTest::testConvertResourceBundle,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testDebugAndVerbosePrintCasting,PASS,0,0
org.apache.commons.collections4.MapUtilsTest::testDebugAndVerbosePrintNullMap,PASS,2,2
org.apache.commons.collections4.MapUtilsTest::testVerbosePrintNullLabel,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testDebugPrintNullLabel,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testVerbosePrintNullLabelAndMap,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testDebugPrintNullLabelAndMap,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testVerbosePrintNullStream,PASS,0,0
org.apache.commons.collections4.MapUtilsTest::testDebugPrintNullStream,PASS,0,0
org.apache.commons.collections4.MapUtilsTest::testDebugPrintNullKey,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testVerbosePrintNullKey,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testDebugPrintNullKeyToMap1,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testVerbosePrintNullKeyToMap1,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testDebugPrintNullKeyToMap2,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testVerbosePrintNullKeyToMap2,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testVerbosePrint,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testDebugPrint,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testVerbosePrintSelfReference,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testDebugPrintSelfReference,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testEmptyIfNull,PASS,2,2
org.apache.commons.collections4.MapUtilsTest::testIsEmptyWithEmptyMap,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testIsEmptyWithNonEmptyMap,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testIsEmptyWithNull,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testIsNotEmptyWithEmptyMap,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testIsNotEmptyWithNonEmptyMap,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testIsNotEmptyWithNull,PASS,1,1
org.apache.commons.collections4.MapUtilsTest::testPopulateMap,PASS,10,10
org.apache.commons.collections4.MapUtilsTest::testPopulateMultiMap,PASS,3,3
org.apache.commons.collections4.MapUtilsTest::testIterableMap,PASS,3,3
org.apache.commons.collections4.MapUtilsTest::testIterableSortedMap,PASS,3,3
org.apache.commons.collections4.collection.IndexedCollectionTest::testAddedObjectsCanBeRetrievedByKey,PASS,6,6
org.apache.commons.collections4.collection.IndexedCollectionTest::testEnsureDuplicateObjectsCauseException,PASS,0,0
org.apache.commons.collections4.collection.IndexedCollectionTest::testDecoratedCollectionIsIndexedOnCreation,PASS,3,3
org.apache.commons.collections4.collection.IndexedCollectionTest::testReindexUpdatesIndexWhenDecoratedCollectionIsModifiedSeparately,PASS,6,6
org.apache.commons.collections4.map.MultiValueMapTest::testNoMappingReturnsNull,PASS,1,1
org.apache.commons.collections4.map.MultiValueMapTest::testValueCollectionType,PASS,1,1
org.apache.commons.collections4.map.MultiValueMapTest::testMultipleValues,PASS,1,1
org.apache.commons.collections4.map.MultiValueMapTest::testContainsValue,PASS,7,7
org.apache.commons.collections4.map.MultiValueMapTest::testKeyContainsValue,PASS,7,7
org.apache.commons.collections4.map.MultiValueMapTest::testValues,PASS,2,2
org.apache.commons.collections4.map.MultiValueMapTest::testKeyedIterator,PASS,1,1
org.apache.commons.collections4.map.MultiValueMapTest::testRemoveAllViaIterator,PASS,2,2
org.apache.commons.collections4.map.MultiValueMapTest::testRemoveAllViaKeyedIterator,PASS,2,2
org.apache.commons.collections4.map.MultiValueMapTest::testIterator,PASS,4,4
