file,line,approx,answerable
src/java/org/apache/commons/cli/PosixParser.java,41,True,False
src/java/org/apache/commons/cli/PosixParser.java,116,False,True
src/java/org/apache/commons/cli/PosixParser.java,120,True,True
src/java/org/apache/commons/cli/PosixParser.java,146,False,True
src/java/org/apache/commons/cli/PosixParser.java,147,False,True
src/java/org/apache/commons/cli/PosixParser.java,148,False,True
src/java/org/apache/commons/cli/PosixParser.java,149,False,True
src/java/org/apache/commons/cli/PosixParser.java,152,False,True
src/java/org/apache/commons/cli/PosixParser.java,184,False,True
src/java/org/apache/commons/cli/PosixParser.java,186,True,True
src/java/org/apache/commons/cli/PosixParser.java,188,True,False
src/java/org/apache/commons/cli/PosixParser.java,211,True,False
src/java/org/apache/commons/cli/PosixParser.java,243,False,True
src/java/org/apache/commons/cli/PosixParser.java,262,False,True
